match_id,date,home_team,away_team,home_elo_pre,away_elo_pre,elo_diff,home_fifa_rank,away_fifa_rank,rank_diff,home_fifa_points,away_fifa_points,home_goals_scored_avg_L5,home_goals_conceded_avg_L5,home_avg_opponent_elo_last_5,home_avg_opponent_fifa_rank_last_5,home_weighted_goal_diff_last_5,away_goals_scored_avg_L5,away_goals_conceded_avg_L5,away_avg_opponent_elo_last_5,away_avg_opponent_fifa_rank_last_5,away_weighted_goal_diff_last_5,home_win_rate_L10,home_goal_diff_avg_L10,home_avg_opponent_elo_last_10,home_avg_opponent_fifa_rank_last_10,home_weighted_goal_diff_last_10,away_win_rate_L10,away_goal_diff_avg_L10,away_avg_opponent_elo_last_10,away_avg_opponent_fifa_rank_last_10,away_weighted_goal_diff_last_10,h2h_avg_goals_home,h2h_avg_goals_away,neutral,tournament
56,2026-06-25,Ecuador,Germany,1933.0,1910.0,23.0,24,10,14,1560.13,1703.79,1.2,0.6,1756.8,40.0,0.6378666666666666,3.6,0.8,1607.0,59.8,2.978933333333333,0.3,0.4,1801.9,32.9,0.45953333333333324,0.8,1.7,1629.1,57.6,1.6991333333333334,1.6,2.6,1,FIFA World Cup
57,2026-06-25,Japan,Sweden,1878.0,1660.0,218.0,15,27,-12,1652.79,1540.2,1.6,0.0,1714.4,55.0,1.7894666666666665,1.6,1.8,1720.8,46.8,-0.22973333333333334,0.7,1.3,1726.0,49.3,1.3428666666666667,0.4,-0.2,1722.3,47.5,-0.21206666666666663,1.0,1.25,1,FIFA World Cup
58,2026-06-25,Tunisia,Netherlands,1641.0,1959.0,-318.0,52,7,45,1464.42,1747.55,1.0,1.0,1581.6,63.6,-0.011333333333333329,2.4,0.6,1677.2,62.6,1.7757333333333336,0.3,0.4,1574.9,65.5,0.3926,0.7,2.4,1540.4,89.7,2.1815333333333333,1.0,2.3333333333333335,1,FIFA World Cup
59,2026-06-25,Türkiye,United States,1880.0,1747.0,133.0,28,16,12,1537.24,1645.48,2.0,0.6,1725.6,58.0,1.4944000000000002,2.4,2.2,1872.4,19.0,0.22773333333333357,0.7,0.7,1741.5,47.8,0.4702,0.5,0.1,1853.3,20.2,0.1248000000000001,1.4,1.4,1,FIFA World Cup
60,2026-06-25,Paraguay,Australia,1833.0,1774.0,59.0,53,26,27,1458.26,1544.15,1.0,1.4,1779.6,22.2,-0.4640000000000001,1.2,1.2,1715.2,43.6,-0.2825333333333334,0.4,0.0,1829.4,20.6,0.0038000000000000035,0.6,0.4,1685.3,50.2,0.2899999999999999,0.4,0.8,1,FIFA World Cup
66,2026-06-26,Uruguay,Spain,1890.0,2171.0,-281.0,11,3,8,1695.91,1853.27,0.8,1.4,1816.4,26.8,-0.7040000000000001,2.6,0.4,1668.2,48.6,2.361466666666667,0.4,0.1,1725.1,46.5,0.08820000000000001,0.7,2.3,1728.6,42.9,2.5596,0.8,1.6,1,FIFA World Cup
65,2026-06-26,Cabo Verde,Saudi Arabia,1560.0,1612.0,-52.0,72,59,13,1328.51,1406.56,1.4,1.2,1694.8,40.4,0.24600000000000008,0.8,2.0,1688.2,50.8,-1.3722666666666667,0.4,0.7,1537.7,77.5,0.6207333333333332,0.4,-0.5,1640.8,53.4,-0.6529999999999999,0.0,0.0,1,FIFA World Cup
64,2026-06-26,New Zealand,Belgium,1586.0,1849.0,-263.0,89,8,81,1269.83,1740.62,1.2,1.6,1804.8,39.6,-0.4896000000000001,3.6,1.2,1526.2,75.6,1.9985333333333333,0.2,-0.6,1764.8,35.6,-0.7290000000000001,0.6,2.5,1483.6,85.5,2.0734666666666666,0.0,0.0,1,FIFA World Cup
62,2026-06-26,Senegal,Iraq,1803.0,1582.0,221.0,17,56,-39,1637.25,1442.86,1.6,1.4,1658.0,25.75,0.07973333333333325,1.0,0.8,1492.0,92.8,0.06133333333333337,0.7,1.0,1562.5,62.0,0.8785999999999999,0.6,0.4,1492.7,85.5,0.3198666666666667,0.0,0.0,1,FIFA World Cup
61,2026-06-26,Norway,France,1922.0,2062.0,-140.0,43,2,41,1484.44,1859.78,2.0,1.0,1748.6,49.6,1.0584,2.8,1.0,1735.8,45.8,2.1068,0.7,2.5,1692.0,67.6,1.838888888888889,0.8,1.6,1751.7,45.4,1.7868000000000002,1.375,1.375,1,FIFA World Cup
63,2026-06-26,Egypt,Iran,1591.0,1754.0,-163.0,33,18,15,1513.48,1635.31,1.0,0.2,1799.0,31.4,0.8569333333333333,1.8,0.6,1592.4,57.0,1.2514666666666667,0.6,0.9,1648.7,56.0,0.9192666666666668,0.4,0.9,1579.9,59.25,0.8539333333333333,1.0,1.0,1,FIFA World Cup
71,2026-06-27,Colombia,Portugal,1998.0,1976.0,22.0,12,6,6,1694.44,1756.12,1.4,1.2,1830.8,32.2,0.11373333333333324,2.6,1.0,1672.25,45.0,2.465,0.5,1.1,1832.3,34.7,1.2285999999999997,0.6,1.6,1745.5,42.8,2.14875,0.0,0.0,1,FIFA World Cup
67,2026-06-27,Panama,England,1742.0,2042.0,-300.0,36,4,32,1504.39,1813.81,1.2,2.0,1710.2,43.4,-1.0959999999999999,2.0,0.4,1700.0,52.6,1.5294666666666665,0.4,0.1,1563.7,73.1,-0.09186666666666668,0.7,1.7,1594.6,68.3,1.6868666666666665,1.0,6.0,1,FIFA World Cup
